,time,open,high,low,close,volume,quoteVolume
70,2020-07-01 06:50:00,9136.18502836,9142.67699999,9136.18502836,9136.88690005,0.68526186,6262.16604924
71,2020-07-01 06:55:00,9136.88690008,9141.09339566,9136.50224973,9136.50224973,0.01429282,130.60710187
72,2020-07-01 07:00:00,9136.50224972,9139.89399999,9133.74100004,9134.17660543,0.11142746,1018.38926072
73,2020-07-01 07:05:00,9134.17660543,9146.59498914,9134.17660541,9142.53700007,0.43238549,3953.98084638
74,2020-07-01 07:10:00,9142.53700013,9143.08466879,9141.43760006,9142.52920695,0.01083844,99.08433451
75,2020-07-01 07:15:00,9143.07888701,9146.40100000,9143.07888701,9146.40100000,0.11861468,1084.54448498
76,2020-07-01 07:20:00,9145.94376433,9153.59669427,9145.94376433,9147.13480011,0.13107655,1199.34898953
77,2020-07-01 07:25:00,9147.23400010,9154.17065815,9147.23400010,9150.08901670,0.52682852,4822.56985210
78,2020-07-01 07:30:00,9150.87206968,9154.17065951,9144.23924514,9148.43410009,0.15519391,1420.57336015
79,2020-07-01 07:35:00,9151.69775472,9151.69775472,9146.37400009,9151.19599994,0.03757801,343.84176858
80,2020-07-01 07:40:00,9144.18800001,9151.09600000,9144.18800001,9144.70136472,0.79262648,7249.28059259
81,2020-07-01 07:45:00,9145.52224671,9147.09500000,9144.70136472,9144.70136472,0.19331794,1767.84025965
82,2020-07-01 07:50:00,9144.89190996,9146.99500000,9141.64600001,9145.15999999,0.63603493,5815.88987491
83,2020-07-01 07:55:00,9145.25949997,9145.25949997,9134.09523801,9139.15780000,0.52299734,4778.85901421
84,2020-07-01 08:00:00,9131.65790004,9138.21014269,9131.65790004,9137.15140163,0.63866021,5832.99300116
85,2020-07-01 08:05:00,9137.15140163,9144.18849734,9136.90540309,9144.18849734,0.60604910,5540.38035844
86,2020-07-01 08:10:00,9143.35370823,9150.85712896,9143.35370823,9150.85712522,0.83223549,7611.51665803
87,2020-07-01 08:15:00,9147.54360000,9147.54360000,9141.98560010,9143.02829272,0.46171063,4221.10796286
88,2020-07-01 08:20:00,9147.74359999,9160.00000000,9142.18550000,9157.07690003,3.72671133,34114.47199535
89,2020-07-01 08:25:00,9160.00000000,9169.44659631,9158.02200001,9161.57370003,5.88291953,53900.40985181
90,2020-07-01 08:30:00,9163.94431071,9174.94690000,9162.25200004,9162.25200004,0.55886378,5125.00947147
91,2020-07-01 08:35:00,9162.25200016,9169.91999998,9162.25200016,9168.23075707,0.44729918,4100.25014231
92,2020-07-01 08:40:00,9168.91791808,9182.35193244,9168.23075718,9179.53037214,0.46093425,4228.98606795
93,2020-07-01 08:45:00,9179.53037214,9191.51020407,9175.00000014,9187.46199621,1.61670205,14855.32134922
94,2020-07-01 08:50:00,9187.88825012,9187.88825012,9169.49775736,9177.61199999,1.00634900,9239.14656599
95,2020-07-01 08:55:00,9176.13799771,9176.74290239,9166.57400006,9168.21890728,0.62170618,5704.49870492
96,2020-07-01 09:00:00,9170.40000004,9182.54733004,9170.40000004,9181.44495048,0.11691641,1072.97251230
97,2020-07-01 09:05:00,9178.16107312,9185.54999158,9178.16107304,9178.16107304,0.41810987,3838.36060986
98,2020-07-01 09:10:00,9178.16107303,9181.64499995,9170.59974380,9178.28554258,0.31393671,2881.09032431
99,2020-07-01 09:15:00,9178.27334022,9178.43719998,9167.09120989,9168.94690903,0.02806540,257.33282129
100,2020-07-01 09:20:00,9169.42987854,9174.38947725,9169.42987854,9173.82789998,0.40046840,3672.25630909
101,2020-07-01 09:25:00,9170.34920580,9173.82789992,9168.41218305,9168.41218305,0.38758818,3554.17582953
102,2020-07-01 09:30:00,9168.89112319,9168.89112319,9161.22700003,9161.22700003,0.23425606,2147.63384560
103,2020-07-01 09:35:00,9168.92690000,9168.92690000,9161.68049817,9167.84559988,0.09774726,896.13380801
104,2020-07-01 09:40:00,9167.84559979,9167.84559979,9160.85960004,9167.64597196,0.18360502,1683.07122738
105,2020-07-01 09:45:00,9167.62409995,9167.62409996,9156.66201504,9163.47299634,0.41916669,3841.07687770
106,2020-07-01 09:50:00,9157.07901314,9163.37299999,9154.74100259,9163.37299999,0.12666263,1159.93171826
107,2020-07-01 09:55:00,9154.76300001,9167.52497365,9154.76300001,9167.52497365,0.15999044,1465.70554289
108,2020-07-01 10:00:00,9161.60571647,9171.35599177,9161.58000131,9171.35599177,0.09532782,874.16188080
109,2020-07-01 10:05:00,9170.94537664,9173.83309999,9170.94537664,9173.83309999,0.21233521,1947.92462252
110,2020-07-01 10:10:00,9171.13260000,9171.33480000,9157.51032390,9157.51032390,0.63571574,5829.98593611
111,2020-07-01 10:15:00,9157.56320004,9157.56320004,9146.76840007,9149.86690002,2.17118452,19876.43287923
112,2020-07-01 10:20:00,9150.13346452,9150.13346452,9147.16820001,9150.13346444,0.38232217,3498.26789940
113,2020-07-01 10:25:00,9149.69972198,9153.51549999,9146.55390002,9148.21630173,0.23301752,2132.47542311
114,2020-07-01 10:30:00,9150.11714611,9159.31769694,9150.11710003,9159.31769286,0.86949340,7956.87038464
115,2020-07-01 10:35:00,9152.45912195,9152.88616160,9152.45912195,9152.88616160,0.00603223,55.21020504
116,2020-07-01 10:40:00,9152.35999656,9152.35999656,9144.44109818,9148.58289999,0.62370849,5706.53311568
117,2020-07-01 10:45:00,9148.48299998,9156.51709566,9147.74242997,9156.51709566,0.15084064,1380.14684151
118,2020-07-01 10:50:00,9150.44070002,9156.51709289,9148.56366824,9148.56366824,0.45302791,4145.92965131
119,2020-07-01 10:55:00,9149.59929026,9152.31609990,9146.11683491,9152.21609999,0.45571451,4168.77202936
120,2020-07-01 11:00:00,9141.15760001,9148.11509959,9141.15760001,9141.86787353,0.24262565,2219.49736134
121,2020-07-01 11:05:00,9146.31469990,9146.31469990,9137.45355247,9142.20379999,0.22380644,2046.18347195
122,2020-07-01 11:10:00,9142.21379999,9142.21379999,9135.16070008,9142.10499993,1.07226079,9802.60034831
123,2020-07-01 11:15:00,9142.10499094,9142.20408167,9134.90360937,9140.80200004,3.01695250,27574.44207872
124,2020-07-01 11:20:00,9140.80200008,9150.96079995,9140.80200008,9148.30000639,0.62056333,5675.50904152
125,2020-07-01 11:25:00,9148.30001226,9153.59880017,9148.00001730,9149.96029999,0.82480336,7549.37535055
126,2020-07-01 11:30:00,9151.46200000,9151.46200000,9141.13300249,9141.13300249,0.44609062,4081.61756916
127,2020-07-01 11:35:00,9144.33300726,9152.34606024,9144.33300726,9149.09179644,1.67915734,15359.00069230
128,2020-07-01 11:40:00,9145.14707611,9150.19499202,9144.31029826,9147.76000003,0.36172778,3309.40643331
129,2020-07-01 11:45:00,9149.88886710,9154.10170043,9149.88886710,9153.71301070,0.51840346,4745.11200471
130,2020-07-01 11:50:00,9155.50500181,9160.77280000,9155.50500181,9156.27029701,0.37413021,3426.36348916
131,2020-07-01 11:55:00,9156.79900004,9162.37369996,9156.79900004,9162.37369996,0.36111606,3306.96788064
132,2020-07-01 12:00:00,9158.10000458,9161.92119853,9154.95330005,9154.95330006,0.59692564,5467.04650159
133,2020-07-01 12:05:00,9155.40480223,9156.29479999,9148.43120010,9148.43120010,0.11832591,1083.01773474
134,2020-07-01 12:10:00,9151.33100001,9155.89459999,9149.85870001,9155.65300702,0.70723256,6472.25741534
135,2020-07-01 12:15:00,9148.43120010,9150.31949999,9142.00000000,9142.00000000,0.28596363,2615.29367943
136,2020-07-01 12:20:00,9142.38891820,9142.59200000,9138.23760554,9140.00000000,0.35708380,3264.24540109
137,2020-07-01 12:25:00,9139.71384649,9145.29298813,9138.23760556,9140.00000000,1.01720955,9300.15676033
138,2020-07-01 12:30:00,9144.16289216,9151.03520154,9140.37522016,9148.57630001,1.10700664,10125.47214255
139,2020-07-01 12:35:00,9148.57630000,9151.03517840,9141.69080000,9141.69080000,0.61006133,5579.97926535
140,2020-07-01 12:40:00,9141.69080004,9148.54898667,9140.48470001,9140.48470001,0.19362344,1770.12418288
141,2020-07-01 12:45:00,9143.69873200,9148.28000000,9140.48470005,9148.28000000,0.20195440,1846.77024204
142,2020-07-01 12:50:00,9148.53856698,9151.03520154,9148.00970000,9149.91320003,0.57195610,5233.08466486
143,2020-07-01 12:55:00,9149.91320003,9163.72269999,9149.91320003,9158.65200389,1.13648653,10408.11462785
144,2020-07-01 13:00:00,9158.65201075,9164.35713495,9155.80000004,9160.56790003,0.46593171,4266.82907384
145,2020-07-01 13:05:00,9158.86850000,9165.48000000,9158.86850000,9165.48000000,0.68663036,6291.51131266
146,2020-07-01 13:10:00,9157.59770003,9163.79550106,9153.89900005,9157.63784367,1.86497844,17082.99208777
147,2020-07-01 13:15:00,9159.13839994,9159.13839994,9152.17260012,9156.00999999,0.39270704,3595.17816605
148,2020-07-01 13:20:00,9155.70818173,9158.15509994,9151.19000005,9153.71114863,0.23904969,2188.28669548
149,2020-07-01 13:25:00,9154.02376220,9156.78870002,9154.02376220,9156.08890002,0.18571384,1700.23672674
150,2020-07-01 13:30:00,9156.24452754,9186.88614749,9156.18600000,9186.88614749,1.12652689,10333.65700012
151,2020-07-01 13:35:00,9178.39000001,9193.71822395,9170.99080000,9170.99080000,2.48915496,22858.56941502
152,2020-07-01 13:40:00,9176.27000000,9248.00000000,9176.27000000,9228.84200003,12.84571031,118313.88871976
153,2020-07-01 13:45:00,9228.99600000,9245.59160000,9212.87558200,9213.08000008,2.43205961,22420.15031469
154,2020-07-01 13:50:00,9217.50938762,9245.52000000,9214.93220002,9214.93220002,7.90488458,72948.03957857
155,2020-07-01 13:55:00,9222.56571356,9222.56571356,9204.73350000,9211.77950000,1.11730801,10289.07476296
156,2020-07-01 14:00:00,9214.28080000,9226.47759999,9214.28080000,9219.94237808,0.55393265,5107.17242448
157,2020-07-01 14:05:00,9216.48240035,9221.14929997,9215.24619997,9221.14929979,0.30948028,2852.60961977
158,2020-07-01 14:10:00,9220.19230599,9231.94196186,9215.34000641,9231.91069679,1.09346393,10090.46256710
159,2020-07-01 14:15:00,9229.05853532,9232.46635419,9220.09340451,9220.09340451,0.71102675,6561.41061446
160,2020-07-01 14:20:00,9220.59770438,9224.10829476,9220.59770438,9221.09310313,0.09659534,890.91665962
161,2020-07-01 14:25:00,9221.09310313,9236.95309568,9221.09300000,9233.36499999,2.20272697,20326.21709966
162,2020-07-01 14:30:00,9238.15850402,9245.13081143,9232.04061022,9238.65229998,1.94353774,17958.09057349
163,2020-07-01 14:35:00,9236.18853234,9240.38649998,9229.36008653,9231.26929955,0.30728740,2837.60105948
164,2020-07-01 14:40:00,9232.95921419,9239.89999999,9229.19389998,9229.19389998,0.03352997,309.68576858
165,2020-07-01 14:45:00,9231.64363576,9231.64363576,9221.88919996,9225.29139998,0.50656808,4672.00051711
166,2020-07-01 14:50:00,9221.88929999,9223.38999211,9221.88929995,9223.38999207,0.12885420,1188.39251586
167,2020-07-01 14:55:00,9223.17571513,9223.17571513,9215.27630002,9215.27630455,0.58512475,5396.21973185
168,2020-07-01 15:00:00,9221.88930000,9225.39149985,9213.89533237,9223.79039684,1.09056778,10051.64306209
169,2020-07-01 15:05:00,9223.79039684,9233.25999998,9223.00000522,9231.00000000,0.67024977,6185.61693922
170,2020-07-01 15:10:00,9228.69320702,9230.49062101,9224.01000003,9230.49062101,0.36698288,3386.56331818
171,2020-07-01 15:15:00,9231.04019138,9236.99899999,9229.67730151,9231.77460000,0.42151764,3892.01101821
172,2020-07-01 15:20:00,9230.14950004,9231.47460455,9225.95000000,9229.99798655,0.16903172,1560.21626512
173,2020-07-01 15:25:00,9229.89800000,9234.99999998,9229.89800000,9232.00000000,3.58488422,33093.26409978
174,2020-07-01 15:30:00,9231.57377915,9247.99999999,9231.57377915,9245.00000000,0.95021657,8779.62112529
175,2020-07-01 15:35:00,9247.99999999,9257.09000000,9247.99999999,9248.90000000,3.80673111,35223.56798211
176,2020-07-01 15:40:00,9248.27779059,9250.17938626,9242.84520002,9248.31750183,0.72110021,6668.33119506
177,2020-07-01 15:45:00,9247.57719998,9251.93489491,9243.51880007,9251.93489491,0.15572572,1440.17537674
178,2020-07-01 15:50:00,9244.91350001,9250.63398274,9244.91350000,9250.63398274,0.16337959,1510.77117464
179,2020-07-01 15:55:00,9250.46260661,9263.85000000,9243.24053378,9263.85000000,1.58879225,14707.44237206
180,2020-07-01 16:00:00,9263.81608326,9269.99999998,9241.45739999,9244.79037289,1.87146448,17331.54352015
181,2020-07-01 16:05:00,9246.37399464,9250.26599999,9244.35096961,9250.26599999,0.49080067,4538.13955949
182,2020-07-01 16:10:00,9252.16719999,9274.92099525,9252.16719999,9271.88620001,3.24620945,30079.88431830
183,2020-07-01 16:15:00,9273.29152356,9273.29152356,9263.24600002,9263.24600002,0.28456031,2637.31765108
184,2020-07-01 16:20:00,9267.04623766,9272.93569999,9267.04623766,9269.99990000,0.58702860,5441.44741579
185,2020-07-01 16:25:00,9269.87598644,9279.99999996,9266.13119998,9269.78455360,0.43892181,4070.19420084
186,2020-07-01 16:30:00,9266.13119999,9279.89998888,9266.13119999,9276.71300001,1.35377528,12554.68407034
187,2020-07-01 16:35:00,9277.01290001,9285.34999998,9276.21300001,9282.36190005,0.70688025,6560.18166145
188,2020-07-01 16:40:00,9284.49889898,9288.00000000,9277.26400000,9286.06048489,1.46599220,13611.19169764
189,2020-07-01 16:45:00,9286.06048489,9287.35740000,9275.58530001,9275.58530001,2.70287811,25087.15351155
190,2020-07-01 16:50:00,9273.18100003,9278.11347478,9271.79800002,9273.14600000,1.47439644,13673.46240851
191,2020-07-01 16:55:00,9276.84509251,9285.94176904,9273.75399564,9279.88800001,0.98119853,9104.10188965
192,2020-07-01 17:00:00,9285.94176904,9285.94999428,9279.49400006,9279.49400007,0.34829397,3233.54904534
193,2020-07-01 17:05:00,9281.33639997,9281.84740000,9270.00000000,9270.00000000,1.08035621,10025.21487508
194,2020-07-01 17:10:00,9270.00000000,9272.35807996,9265.18944322,9269.16066171,0.43236789,4006.58083051
195,2020-07-01 17:15:00,9264.31300003,9273.80567832,9264.31300000,9268.01200004,0.68746910,6370.14404301
196,2020-07-01 17:20:00,9271.24205156,9272.96429999,9266.59000002,9268.80900456,1.21302436,11245.11026060
197,2020-07-01 17:25:00,9268.80900454,9268.80900456,9265.91320003,9268.80900455,0.13765922,1275.90729477
198,2020-07-01 17:30:00,9268.44000000,9277.83478823,9268.44000000,9277.83478823,0.42193127,3912.39597362
199,2020-07-01 17:35:00,9277.13526485,9284.60348207,9258.07830522,9279.11820006,6.50292603,60277.82865812
200,2020-07-01 17:40:00,9284.59481652,9284.59481652,9275.81940001,9283.91701461,0.12057087,1118.75229299
201,2020-07-01 17:45:00,9278.77413228,9284.61348972,9278.77413228,9281.49040001,0.21640325,2008.91960498
202,2020-07-01 17:50:00,9284.61349210,9284.61349211,9281.90522297,9284.20445250,0.16824262,1561.83823919
203,2020-07-01 17:55:00,9284.33337990,9294.72300395,9283.34174653,9283.99999997,7.43237826,69029.65590747
204,2020-07-01 18:00:00,9284.63612180,9286.58081320,9269.55600002,9272.44156259,0.67598245,6268.69765753
205,2020-07-01 18:05:00,9272.44156258,9278.39687308,9268.63630000,9272.72990002,3.38653100,31405.55264573
206,2020-07-01 18:10:00,9278.29700000,9279.18569998,9268.93010010,9274.98280000,1.51632005,14062.97670458
207,2020-07-01 18:15:00,9274.98279998,9279.05111661,9267.93010023,9276.37149998,1.16629072,10819.64046079
208,2020-07-01 18:20:00,9276.37149999,9277.74383473,9273.44320003,9277.74383472,0.03976732,368.89461791
209,2020-07-01 18:25:00,9277.74383472,9279.58898939,9265.94190001,9271.04280000,0.77508228,7189.75855596
210,2020-07-01 18:30:00,9272.27664376,9273.99999996,9266.34474111,9270.29269999,1.54112948,14284.46024070
211,2020-07-01 18:35:00,9267.99999999,9268.00000000,9262.92608975,9264.88889997,0.23216438,2151.68302701
212,2020-07-01 18:40:00,9264.88889994,9264.88889994,9251.84400014,9255.08190000,0.34383903,3182.12744025
213,2020-07-01 18:45:00,9255.08189997,9260.38569990,9248.60585488,9260.38569984,0.58886649,5451.13444721
214,2020-07-01 18:50:00,9260.38569983,9260.38569984,9255.73529062,9255.73529062,0.60014949,5555.73949417
215,2020-07-01 18:55:00,9256.10355930,9258.50058915,9252.96020000,9258.16421450,0.10256555,949.54603246
216,2020-07-01 19:00:00,9258.15421452,9258.15421452,9246.94750000,9252.58090000,3.97011467,36726.93837241
217,2020-07-01 19:05:00,9252.58080002,9262.79399244,9252.58080002,9260.47618625,0.23828485,2206.02471105
218,2020-07-01 19:10:00,9260.91151972,9269.29299390,9260.91151972,9268.50093659,0.14774232,1369.03364373
219,2020-07-01 19:15:00,9268.50093118,9268.50093118,9255.50470003,9257.00440002,0.94765376,8773.91015068
220,2020-07-01 19:20:00,9257.00440003,9265.89025838,9257.00440002,9264.96635551,0.20815969,1927.21435601
221,2020-07-01 19:25:00,9266.28850000,9266.43910434,9261.79350002,9265.33570000,0.72675623,6733.36947302
222,2020-07-01 19:30:00,9264.78034642,9267.17089606,9259.96400000,9267.17089606,0.07187649,665.83592325
223,2020-07-01 19:35:00,9267.25650714,9271.43899998,9257.55000000,9257.55000000,0.13171134,1219.48528656
224,2020-07-01 19:40:00,9262.19900000,9265.04472453,9255.95530000,9265.04472453,0.78442857,7262.91500536
225,2020-07-01 19:45:00,9259.97457781,9259.97457781,9257.48260005,9259.97457781,0.26396387,2444.29278890
226,2020-07-01 19:50:00,9253.28924774,9258.32459999,9253.28924774,9258.21077841,0.18651784,1726.83262469
227,2020-07-01 19:55:00,9258.21077841,9258.21077843,9233.64120000,9245.66378846,1.46371745,13530.26795948
228,2020-07-01 20:00:00,9241.91980000,9245.56170000,9232.06571535,9245.56170000,4.99652312,46145.68925394
229,2020-07-01 20:05:00,9245.56170000,9251.64300000,9240.27300007,9251.64300000,0.67733506,6262.43271630
230,2020-07-01 20:10:00,9246.71379995,9246.71380000,9239.68240009,9246.57003829,0.58422598,5402.14705307
231,2020-07-01 20:15:00,9243.80710000,9251.35140000,9238.37910024,9249.08130000,0.55125476,5097.34537152
232,2020-07-01 20:20:00,9250.47099683,9256.20488662,9248.40407531,9254.05570000,0.29714646,2749.18502782
233,2020-07-01 20:25:00,9253.37815792,9258.71080000,9253.37815792,9257.96499791,0.80860441,7484.98778461
234,2020-07-01 20:30:00,9257.96330848,9257.96330848,9246.20742848,9249.67567805,1.19885421,11088.13608006
235,2020-07-01 20:35:00,9246.20742848,9255.39079995,9239.44300004,9254.95577031,1.70354402,15757.69761619
236,2020-07-01 20:40:00,9253.49019996,9253.49019996,9248.35000005,9249.62058744,0.19882015,1839.41928810
237,2020-07-01 20:45:00,9246.58810000,9248.18719978,9239.55680007,9247.89403181,0.21903704,2025.34752621
238,2020-07-01 20:50:00,9246.48669990,9246.48669990,9233.76055218,9238.79005445,0.79074735,7306.90473392
239,2020-07-01 20:55:00,9238.79005445,9238.79005445,9231.25728356,9236.80278870,0.62489265,5770.47350016
240,2020-07-01 21:00:00,9235.04520000,9235.04520000,9231.25728356,9235.04519371,1.87462213,17308.87867338
241,2020-07-01 21:05:00,9235.04519795,9245.13391211,9231.57820002,9234.40209997,1.88802678,17436.86970205
242,2020-07-01 21:10:00,9234.40209997,9236.02139999,9231.00007000,9233.22029977,0.34261224,3163.42111464
243,2020-07-01 21:15:00,9231.61970000,9231.61970000,9221.33970003,9225.65238976,0.83747490,7728.49684478
244,2020-07-01 21:20:00,9225.65238975,9245.46699998,9225.65238975,9239.16369997,0.51190707,4726.58893623
245,2020-07-01 21:25:00,9234.13740004,9238.62123867,9234.13740003,9236.56229999,0.51320885,4740.01498048
246,2020-07-01 21:30:00,9235.99114449,9235.99114449,9224.93950004,9231.95989999,0.17230034,1590.52910223
247,2020-07-01 21:35:00,9231.46798171,9237.24451271,9226.63910005,9237.24451271,0.26660113,2461.46838799
248,2020-07-01 21:40:00,9236.49127065,9246.16000000,9234.84368687,9244.94469996,0.79632590,7356.03775036
